SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
311031311,451,289,359,201,205,140,98,84,45,1868,4186,2644,3544,2342,1907,1692,1545,963,336,19166
311031312,269,140,153,162,103,75,58,56,46,1062,1987,1114,1246,1231,945,776,542,224,96,8161
311031313,236,142,183,110,81,93,49,25,10,922,2050,1316,1739,993,904,911,606,271,70,8869
311031314,474,229,214,212,144,90,41,17,7,1427,3309,1854,1807,1664,1394,1147,689,247,52,12158
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,150,103,116,91,74,57,39,18,4,660,1840,1201,1237,1206,1116,1113,750,280,77,8832
311031317,542,298,284,291,173,131,78,24,13,1836,4460,2608,2396,2181,1683,1374,886,331,82,15988
311031318,41,42,33,26,43,64,22,20,3,302,764,606,413,499,728,768,427,200,33,4428
311031319,280,133,133,141,120,113,48,26,6,1000,3655,2100,2209,2264,2103,2054,1099,431,110,16032
311041322,173,106,80,101,119,88,62,31,5,769,1691,1056,941,1119,1267,1133,916,419,67,8608
311041567,194,106,83,114,125,74,43,17,3,769,1697,909,777,970,1063,656,397,140,22,6632
311041568,162,89,60,83,77,42,24,17,5,550,2664,1355,1299,1605,1451,934,549,160,39,10051
311041569,144,93,66,77,91,80,42,15,8,615,1545,1063,953,979,1121,953,706,271,53,7637
311041570,428,250,180,235,248,192,74,34,12,1656,4022,2257,2017,2565,2770,2194,1430,601,158,18013
311041571,406,110,195,149,72,27,20,10,0,982,3724,1371,2286,1510,817,527,326,125,17,10706
311051323,241,136,175,148,113,90,100,135,126,1270,2385,1389,1729,1489,1187,1096,1201,1117,539,12125
311051324,97,72,72,61,80,67,57,26,7,547,1746,1116,934,1196,1352,1170,1030,387,146,9076
311051325,198,118,119,120,112,78,51,18,11,829,2573,1400,1736,1688,1526,1238,925,426,69,11588
311051326,383,265,242,225,176,102,85,36,14,1531,2570,1822,1946,1632,1368,1162,851,353,84,11776
311051327,150,106,84,111,110,82,69,17,6,732,2376,1484,1405,1836,1723,1571,1189,399,98,12073
311051328,262,147,149,127,108,75,75,42,30,1018,1733,1035,1104,1001,870,726,711,456,181,7815
311061329,90,50,37,55,78,56,38,12,0,423,1431,815,809,1089,976,777,691,279,34,6897
311061330,398,229,251,212,180,123,69,28,4,1499,2338,1594,1638,1245,1269,1041,822,366,63,10371
311061331,186,148,137,109,104,66,51,13,4,821,1500,1000,909,804,744,584,540,232,47,6356
311061332,186,109,112,139,107,73,83,44,14,861,3247,1754,1918,2478,2034,1563,1449,771,175,15394
311061333,293,178,175,150,127,92,66,31,16,1122,2228,1416,1471,1422,1230,1077,955,452,165,10408
311061334,103,65,86,97,76,69,66,23,19,598,1750,1087,1315,1420,1192,1069,1144,590,274,9842
311061335,116,64,76,60,53,35,24,4,0,430,1560,885,1053,1132,869,626,458,192,37,6809
311061336,451,242,280,228,191,127,108,97,90,1814,2990,1874,1894,1672,1460,1211,999,623,257,12982
312011337,244,152,169,170,159,167,122,83,18,1292,1802,992,1303,1154,1189,1410,1163,645,218,9874
312011338,244,352,664,437,403,292,104,29,5,2533,1536,989,1671,1349,1316,1141,512,185,33,8730
312011339,105,73,91,86,85,75,39,20,6,588,845,426,590,540,479,496,298,161,54,3893
312011340,62,69,123,96,146,133,69,26,3,725,664,347,506,424,613,638,460,185,54,3898
312011341,252,282,534,369,305,204,48,15,0,2004,2305,1163,1883,1725,1303,780,214,41,13,9425
312021342,350,236,249,251,230,200,91,72,30,1709,3354,1944,2220,2057,1967,1896,1402,742,243,15824
312021343,66,43,51,47,65,65,42,45,45,471,643,437,476,419,538,498,369,216,172,3756
312021344,344,218,263,266,246,179,66,13,3,1605,3301,1772,2095,2062,1771,1437,770,250,43,13495
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,9
312021346,106,116,160,130,100,95,52,23,10,790,491,580,746,592,541,546,320,148,66,4026
312021347,13,4,12,23,14,34,6,4,0,101,63,59,48,77,103,154,87,22,0,615
312021348,185,126,130,176,148,130,77,72,18,1067,2376,1364,1229,1586,1653,1398,1067,667,219,11558
312021349,126,70,119,90,101,87,49,48,18,709,1073,749,907,779,770,783,582,434,221,6283
312021350,81,72,119,84,113,78,54,24,11,641,1206,722,903,897,705,684,467,252,103,5941
312021351,259,169,166,214,216,163,98,33,9,1323,2149,1025,1126,1264,1207,1043,701,308,84,8897
312021352,289,153,195,246,223,219,172,64,16,1569,2249,1265,1264,1505,1635,1780,1395,563,159,11822
312021353,168,94,90,133,209,213,101,73,15,1112,1370,840,656,937,1273,1508,1007,497,88,8181
312021354,145,83,110,116,110,105,39,12,12,729,1393,710,804,888,843,818,439,167,28,6084
312021355,89,55,44,56,58,52,32,14,0,414,699,399,381,423,492,512,334,171,36,3455
312021356,142,91,116,99,84,96,59,28,16,732,1268,827,950,886,855,934,670,386,139,6918
312021357,197,125,134,135,182,139,62,44,5,1026,1784,955,1051,1004,1198,1233,777,362,92,8457
312021358,115,88,112,111,124,82,61,38,28,775,1084,715,786,836,849,797,620,384,293,6364
312031359,253,283,505,333,325,274,166,53,6,2189,2274,1802,2826,2190,1991,1778,1199,405,51,14523
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,159,93,113,135,173,167,108,58,16,1021,1628,867,824,1038,1290,1346,1139,540,186,8858
313011362,247,141,103,140,161,172,192,100,32,1292,2326,1412,1191,1582,2019,2424,3226,1878,411,16469
313011363,179,98,76,113,188,225,265,211,71,1427,1862,1271,925,1354,2108,3629,5208,3293,956,20612
313021364,105,55,59,55,66,59,27,11,10,441,1466,891,982,875,929,697,471,247,99,6658
313021366,615,371,357,284,222,155,126,64,28,2223,5442,3146,3589,2822,2493,2271,2207,1245,425,23625
313021367,70,38,34,46,60,37,24,11,6,325,843,532,469,539,697,570,414,179,42,4290
313021368,250,178,149,129,96,67,42,31,9,946,2506,1543,1911,1423,1277,1051,850,426,97,11078
313021369,55,44,46,39,56,52,43,12,10,360,759,477,450,505,600,651,526,203,54,4228
313021572,441,278,298,243,239,143,145,79,53,1917,3785,2287,2691,2300,2071,1787,1624,910,278,17736
313021573,286,160,145,138,142,113,95,105,105,1283,2411,1397,1576,1428,1422,1428,1213,862,426,12165
313031370,135,81,79,113,116,92,66,50,8,736,981,541,639,770,785,829,810,355,93,5799
313031371,125,281,685,483,254,125,105,28,14,2100,1430,953,1476,1282,1227,1151,1027,424,136,9100
313041372,291,212,202,184,168,165,87,53,3,1365,3265,2297,2279,2025,2118,2022,1577,717,188,16488
313041373,487,304,266,263,244,182,174,131,103,2160,4247,2796,2447,2719,2828,2727,2685,1665,567,22686
313041374,79,79,70,74,70,60,36,15,3,483,1045,857,722,693,846,870,538,246,41,5867
313041375,371,213,178,196,186,99,60,26,15,1347,5201,2992,2665,3122,3041,1885,1272,571,165,20914
313041376,44,38,19,32,36,29,27,11,0,229,575,417,351,383,530,478,372,134,29,3260
313051377,106,69,73,91,111,84,72,33,14,642,1353,831,877,1037,1273,1183,1048,587,225,8415
313051378,168,93,88,143,165,137,112,67,19,990,1733,1062,1050,1487,1817,1935,1775,863,256,11974
313051379,135,96,76,89,129,125,99,66,16,828,1277,936,816,1088,1489,1634,1772,1048,380,10434
313051380,310,166,160,176,168,143,123,122,106,1460,3145,2037,1794,1984,2172,1949,2006,1549,755,17385
313051574,4,18,29,12,20,8,11,0,0,106,7,60,66,23,59,40,43,11,0,309
313051575,143,101,94,120,140,134,110,67,25,940,2301,1512,1068,1737,2259,2369,2309,1249,459,15257
314011382,159,115,97,99,116,98,59,40,20,817,3255,2119,1615,2166,2417,2174,1531,841,299,16410
314011383,256,128,148,168,150,82,58,29,8,1024,4454,2591,2578,2938,2880,2232,1306,554,101,19643
314011384,148,101,65,109,154,86,70,38,9,778,1828,1006,752,1155,1612,1327,1016,436,83,9213
314011385,63,63,41,41,60,50,24,7,5,350,1726,1113,716,1060,1456,950,565,197,40,7822
314011386,240,177,130,174,179,109,84,50,17,1167,4913,2936,3009,3729,3700,2517,2126,1124,258,24313
314011387,142,74,41,83,138,96,89,48,11,727,2455,1426,736,1449,2270,1872,1385,665,130,12385
314021389,318,187,284,226,156,80,75,28,19,1372,5675,2788,4256,3641,2545,1839,1366,708,266,23089
314021576,92,75,99,63,58,41,31,11,3,465,1198,803,1065,782,617,431,262,88,23,5275
314021577,420,254,265,240,206,148,109,72,104,1826,4407,2782,3463,3014,2671,2286,1819,963,349,21749
314021578,229,122,151,186,114,62,28,12,11,916,4143,1869,2338,2951,1793,912,599,204,114,14921
314021579,339,203,204,188,162,107,65,56,43,1367,5485,3070,2916,3665,3390,1932,1354,903,315,23030
314031391,176,86,99,103,96,47,41,22,9,677,2130,1296,1369,1538,1274,1047,1025,411,180,10271
314031392,111,74,88,68,67,36,35,22,9,516,1444,897,1129,1013,858,703,579,332,140,7095
314031393,116,82,70,62,75,59,40,16,6,525,1713,1210,1113,1157,1300,1110,767,306,68,8735
314031394,266,147,173,138,124,108,74,48,16,1099,2640,1730,2133,2012,1613,1482,1270,693,164,13747
315011395,67,25,35,22,13,9,4,0,0,172,265,195,192,142,156,105,44,5,0,1101
315011396,373,148,222,175,197,194,133,42,8,1490,1716,941,1136,948,1003,1023,726,273,35,7803
315011397,24,17,21,23,21,17,14,18,0,147,168,96,134,115,135,140,122,62,9,981
315011398,150,39,69,23,47,35,14,9,0,400,418,281,269,201,268,145,81,23,3,1691
315011399,209,53,42,49,44,41,14,4,0,457,970,473,422,294,258,232,102,23,3,2781
315011400,107,272,492,375,281,170,97,59,5,1867,816,702,898,820,930,942,680,350,68,6204
315011401,100,63,40,46,40,34,23,4,5,358,901,530,518,459,402,358,187,62,10,3421
315011402,149,28,39,40,42,36,13,4,0,348,1329,567,644,525,417,360,205,65,9,4124
315011403,121,86,130,93,74,66,18,6,0,594,1052,556,797,636,572,364,91,31,10,4097
315021404,112,73,98,70,70,60,37,22,0,540,1190,807,751,597,577,562,290,127,18,4921
315021405,461,333,431,366,331,244,102,63,19,2347,4331,2493,3284,2625,2222,1878,907,465,114,18317
315021406,125,109,137,106,97,103,43,19,0,736,764,571,690,590,509,515,269,106,25,4044
315021407,80,70,111,72,85,86,58,28,12,593,583,337,490,337,371,443,309,176,43,3095
315031408,95,41,49,65,74,96,63,65,33,586,858,460,536,518,611,703,577,369,119,4749
315031409,93,61,85,54,80,112,54,27,19,580,695,393,534,400,496,679,451,209,111,3971
315031410,57,48,51,47,55,57,52,22,0,390,379,241,277,261,289,327,240,119,19,2156
315031411,47,17,23,21,35,43,27,7,3,220,556,239,353,281,350,446,295,148,53,2713
315031412,93,68,68,81,69,99,55,19,10,556,683,403,466,464,437,545,385,163,88,3647
316011413,199,144,105,139,154,150,175,122,172,1356,2931,1595,1480,2029,2349,2316,2580,1768,914,17960
316011414,241,161,155,134,202,137,103,72,27,1228,3233,2182,1765,2074,2614,2260,1889,1081,402,17501
316011415,217,119,135,152,112,96,48,19,7,898,2678,1555,1420,1840,1838,1305,867,363,83,11950
316011416,161,268,145,115,87,55,49,49,42,979,2062,2391,1569,1402,1270,839,810,834,374,11544
316021417,121,94,49,95,107,97,62,29,17,673,1791,1070,912,1256,1377,1343,1191,757,340,10043
316021418,105,71,101,72,86,113,78,52,18,703,1030,718,754,767,963,1039,936,559,189,6956
316021419,51,64,72,69,82,103,101,77,47,670,559,566,716,658,878,1193,1257,811,335,6973
316021421,125,71,66,103,152,131,137,80,33,898,1681,1090,720,1094,1810,2123,2515,1526,468,13035
316021422,97,78,63,78,108,142,59,50,15,691,1230,849,724,933,1141,1270,1062,646,275,8130
316021423,166,82,100,106,107,100,63,68,34,834,1769,994,1002,1260,1378,1438,1249,900,396,10392
316021424,149,112,153,101,94,100,55,42,12,815,1773,1398,1592,1389,1357,1282,990,612,278,10671
316021580,285,140,180,167,122,82,49,27,10,1060,3886,1855,2628,2474,1743,1354,1086,547,127,15707
316021581,240,168,123,136,142,94,110,95,88,1188,2748,1758,1459,1776,1858,1331,1474,1400,589,14397
316031425,218,144,137,197,227,171,125,68,20,1303,2717,1524,1579,2220,2470,2314,1857,898,363,15948
316031426,148,138,94,138,154,143,117,89,42,1070,1680,1181,1163,1313,1616,1975,1780,944,305,11961
316031427,296,246,364,311,278,302,308,207,196,2519,2731,2417,3511,2689,2624,3163,3263,2014,904,23327
316031428,122,121,158,120,188,179,138,51,38,1112,1551,1287,1831,1492,1672,1927,1652,762,264,12443
316051434,45,31,52,53,66,49,63,36,20,420,644,374,411,492,696,846,995,495,171,5120
316051435,90,54,65,68,109,116,115,78,31,720,1081,709,572,843,1224,1454,1847,1236,373,9344
316051437,89,63,65,87,106,88,43,24,5,575,1092,694,624,838,1145,1086,898,396,83,6851
316051438,131,93,70,93,122,120,120,130,103,976,1488,983,715,1059,1415,1506,1651,1193,525,10538
316051543,73,17,25,44,62,52,30,13,4,322,722,382,359,530,643,685,499,236,65,4107
316051544,232,91,81,152,94,67,60,32,16,827,2686,1098,957,1774,1478,963,1020,538,190,10694
316061439,156,106,111,92,95,108,78,46,13,807,1755,1066,1103,1102,1156,1209,1076,592,197,9255
316061440,121,67,65,83,103,131,132,68,31,816,1141,652,546,827,1165,1629,1850,1003,294,9110
316061441,113,76,83,75,73,68,52,30,7,580,1220,704,711,831,878,896,790,406,112,6552
316061442,289,173,161,198,225,132,92,45,8,1327,3264,2007,2243,2164,2192,1809,1290,548,132,15652
316061443,102,58,38,88,116,98,84,36,17,633,998,561,458,704,938,1246,1200,576,141,6830
316061444,170,120,93,123,141,123,99,41,25,936,2061,1247,1061,1370,1772,1754,1433,696,249,11643
316071545,165,88,89,135,104,82,51,46,27,776,2225,935,1244,1548,1217,1234,1248,872,229,10750
316071546,56,40,27,49,41,53,36,17,5,319,785,458,327,520,653,640,601,330,89,4403
316071547,209,120,110,141,200,154,83,46,13,1067,2419,1210,1285,1545,1901,1916,1384,568,120,12348
316071548,383,219,225,253,223,206,141,85,64,1793,4193,2586,2788,2877,2945,2804,2238,1410,655,22492
316081549,367,187,183,264,359,344,241,128,99,2162,4009,2276,1682,2673,3741,4147,3577,1679,435,24207
317011445,143,82,92,75,92,64,48,18,3,619,1890,1026,1068,1006,1001,959,641,270,46,7899
317011446,223,138,171,108,81,89,91,88,74,1062,2902,2046,2581,1853,1297,1224,1319,905,451,14576
317011447,175,162,134,101,70,85,68,48,30,884,1959,1539,1574,1217,1072,1114,1064,822,455,10823
317011448,130,162,145,88,87,63,53,44,10,779,1325,1248,1589,923,771,738,680,481,205,7951
317011449,139,57,67,65,77,64,29,13,0,509,1839,767,911,1011,924,843,497,223,44,7059
317011450,168,108,75,122,142,113,94,47,16,893,3063,1702,1236,1833,2039,1885,1717,893,211,14582
317011451,209,161,101,136,164,157,113,53,10,1103,2390,1398,1249,1486,1692,1771,1266,568,126,11943
317011452,84,46,32,46,56,65,59,21,12,417,1546,788,611,993,976,974,871,571,268,7595
317011453,167,123,141,112,108,84,60,50,18,859,1880,1487,1605,1155,1103,1146,932,534,205,10039
317011454,138,97,89,78,65,57,40,23,14,608,1275,950,1022,713,724,724,545,324,140,6426
317011455,95,57,48,66,57,61,50,34,25,496,1579,948,847,1055,1122,1014,1029,742,335,8668
317011456,159,170,178,146,181,155,117,68,35,1214,2364,1895,2212,1724,1733,1521,1359,800,382,13987
317011457,103,106,79,80,86,90,69,47,19,688,2068,1467,1099,1222,1445,1274,1102,631,231,10533
317011458,269,237,184,138,149,123,101,53,28,1283,3282,2294,2395,1877,1889,1672,1365,747,325,15848
317011459,240,146,136,137,132,117,108,99,46,1150,2465,1732,1725,1524,1495,1618,1697,1396,462,14112
318011460,196,156,162,134,122,102,87,62,38,1054,1475,1025,1102,927,1110,1216,1120,725,285,8987
318011461,157,98,97,103,127,136,73,74,18,887,1288,796,714,824,1042,1188,1051,559,205,7658
318011462,279,181,134,147,167,129,123,70,29,1260,1631,1079,821,837,981,949,935,590,210,8040
318011463,81,58,54,81,95,106,79,38,4,598,673,343,356,469,536,593,536,203,43,3754
318011464,101,65,58,50,70,72,53,38,18,515,700,458,452,398,521,647,562,466,254,4455
318011465,92,70,54,60,88,94,91,64,26,634,947,556,501,571,811,1174,1126,578,201,6462
318011466,64,19,33,14,23,14,8,0,0,168,659,334,318,226,243,203,91,19,0,2098
318021467,94,77,69,70,70,62,33,24,4,505,929,663,667,584,603,591,396,286,83,4797
318021468,90,824,318,94,108,67,31,18,10,1564,1633,2466,1223,1048,1284,1109,786,407,166,10116
318021469,42,36,34,23,42,33,36,23,27,288,570,307,304,383,443,447,362,230,144,3192
318021470,98,75,100,83,81,57,30,4,4,525,1964,1151,1504,1225,1027,836,589,179,42,8515
318021471,298,206,217,152,161,109,56,41,14,1257,2262,1567,1419,1227,1340,1141,977,686,192,10799
318021472,92,56,78,57,67,57,36,33,10,481,1004,783,757,655,726,731,606,459,129,5844
318021474,96,169,124,80,61,48,63,56,76,768,1192,2428,1288,911,789,581,426,159,100,7868
318021475,125,111,122,121,112,88,55,37,3,785,895,799,967,808,908,863,618,328,88,6273
318021476,250,130,128,172,112,104,43,38,12,986,1512,969,1005,1007,1001,962,606,414,117,7586
318021477,112,62,56,66,64,37,32,15,10,451,687,554,476,481,494,413,375,319,106,3907
318021478,84,92,136,72,84,67,45,23,0,602,853,826,958,662,707,656,479,206,63,5415
318021479,80,72,76,74,75,55,35,24,10,499,761,623,671,621,626,638,449,222,108,4728
318021480,344,182,170,181,174,134,68,18,0,1275,2522,1529,1348,1369,1434,1213,863,340,63,10683
318021481,192,123,108,118,93,84,53,30,12,821,1508,1005,888,955,907,916,806,509,192,7693
318021482,261,193,171,182,194,116,59,27,8,1208,3010,2158,1850,1960,2203,1852,1284,501,131,14944
318021483,22,24,31,35,31,70,50,15,6,290,232,132,181,228,291,587,568,203,46,2475
318021484,189,131,110,138,101,64,53,17,7,804,2248,1401,1557,1509,1272,976,735,288,117,10110
318021485,68,36,27,43,37,27,22,22,16,286,616,495,342,406,434,432,349,302,221,3594
318021486,145,53,90,115,141,105,76,32,0,752,1259,552,633,822,966,1080,855,349,50,6566
318021487,77,120,111,70,53,56,23,7,3,518,1274,1203,1263,1011,902,652,422,222,78,7033
318021488,81,111,125,116,106,85,42,25,12,696,758,740,850,693,749,753,501,183,68,5296
318021489,120,62,68,74,104,102,66,25,3,619,813,450,533,557,708,787,639,222,45,4767
318021490,98,128,200,163,154,156,78,40,7,1029,982,1178,1652,1176,1322,1384,920,408,88,9116
318021491,88,213,494,395,241,111,59,34,9,1641,839,732,997,920,813,775,596,329,87,6091
318021582,419,205,320,309,208,120,53,19,3,1661,5133,2403,3681,3129,2104,1495,957,341,98,19337
318021583,150,73,77,76,96,36,31,11,3,558,1512,765,886,871,754,649,442,165,29,6074
319011492,101,60,54,49,59,47,37,61,39,515,1128,634,691,654,623,629,572,504,223,5659
319011493,241,130,121,160,178,224,204,115,40,1417,2940,1572,1561,1938,2335,2968,3345,1882,466,19008
319011494,96,51,45,34,71,41,44,31,5,408,1125,643,616,660,734,661,604,286,47,5384
319011495,162,109,132,102,80,81,49,30,13,757,985,854,1011,759,716,763,650,391,121,6247
319011496,92,43,54,42,62,55,45,30,8,421,1122,709,683,653,715,664,686,440,144,5804
319011497,121,81,75,63,76,68,90,67,42,685,1110,794,817,628,837,1031,1093,872,262,7448
319011498,199,113,92,100,132,175,133,55,12,1023,1478,935,757,940,1325,1684,1436,599,117,9276
319011499,204,106,116,105,178,233,197,76,18,1231,1456,926,865,909,1428,2047,2059,910,182,10778
319011500,91,62,58,65,53,61,57,66,42,550,1194,808,752,725,751,824,1024,880,445,7406
319011501,65,65,73,52,59,70,51,39,25,492,963,687,680,581,683,764,658,540,255,5809
319011502,239,138,140,103,122,109,90,59,42,1031,1999,1266,1306,1154,1246,1421,1293,924,375,10982
319021503,147,95,109,86,102,105,104,80,20,852,996,642,693,618,832,928,916,606,165,6395
319021504,110,72,48,55,94,117,100,50,8,655,741,503,408,482,749,1054,949,437,87,5402
319021505,232,140,124,105,101,99,99,45,28,972,2108,1321,1412,1150,1135,1190,1204,702,315,10545
319021506,241,136,89,110,148,158,140,91,22,1144,1746,1017,844,819,1186,1401,1400,806,261,9490
319021507,94,42,42,49,71,58,52,34,3,447,762,432,375,437,576,661,573,290,47,4157
319021508,72,59,28,36,80,63,80,45,12,469,595,337,270,366,473,599,593,310,123,3673
319021509,225,116,102,106,165,209,225,113,24,1280,1430,822,722,852,1253,1766,2014,955,196,10003
319021510,0,0,0,3,0,0,0,0,0,6,4,3,0,5,0,3,0,0,0,17
319031511,97,64,44,58,92,122,134,77,28,712,610,353,324,433,713,1271,1831,864,171,6568
319031512,283,192,159,156,152,118,102,77,52,1285,2746,1764,1659,1664,1776,1829,1751,1152,533,14866
319031513,134,73,75,54,72,84,63,21,22,606,1295,904,833,772,916,971,1038,612,218,7561
319031514,411,209,212,249,369,319,247,124,11,2164,3559,1855,1793,2216,2919,3672,2871,1245,221,20359
319031515,81,52,49,51,61,77,55,35,4,466,588,343,303,382,550,690,598,276,55,3788
319041516,77,54,28,63,61,75,55,26,3,440,927,545,474,596,821,1101,894,356,52,5775
319041517,73,37,44,42,68,57,50,25,5,391,993,493,431,605,827,944,846,384,51,5574
319041518,204,140,117,109,140,131,190,236,93,1367,2463,1382,1440,1425,1613,1865,2797,2202,676,15856
319041519,72,53,26,54,65,51,55,46,17,437,874,480,415,538,684,865,1017,636,205,5718
319041520,228,149,124,140,163,176,194,168,103,1452,2263,1421,1375,1487,1778,2244,2722,1764,735,15786
319041521,266,125,128,148,156,182,209,103,35,1343,2298,1388,1231,1439,1719,2301,2654,1405,343,14781
319051522,156,111,74,77,110,150,158,66,28,926,1496,831,708,849,1251,1978,2298,979,203,10594
319051523,74,38,33,33,39,23,34,28,8,308,504,320,280,301,363,469,455,273,82,3051
319051524,317,295,401,379,262,242,178,128,69,2286,2881,2038,1922,1989,2218,2623,2618,1615,654,18558
319051525,145,98,76,109,171,219,214,75,11,1126,1210,711,641,810,1274,2012,2075,684,128,9548
319051526,81,61,58,49,48,69,67,33,11,476,906,644,513,558,705,884,1101,483,87,5872
397979799,0,14,37,47,34,8,0,0,0,133,0,16,49,64,45,5,3,0,0,183
399999499,255,435,800,739,648,553,354,67,9,3862,1437,1495,2649,2077,1929,2468,2124,444,44,14670
401011001,71,360,508,297,211,148,150,60,22,1831,943,4566,4966,2409,1652,1551,1381,601,141,18202
401011002,31,165,70,53,46,52,56,42,57,574,506,1392,1124,750,632,732,863,544,287,6823
401021003,83,64,42,45,101,95,49,28,11,520,1155,871,573,709,1118,1254,868,386,127,7051
401021004,173,101,82,118,166,138,122,43,22,970,3475,2061,1346,2271,2860,2533,2339,1012,305,18208
